"FarmID","CowID","TX_nr","Sex","Age","haircoat_colour","DateCollected","Season","pregnancy_status","TrypAdmin","Tryp1","Tryp2","Brand","Brand1","Brand2","other_brand","expiry_date","RouteOfAdmin","storage_conditions","Reason_for_treatment","ISM_DoseTypeSachet","ISM_Sachets_Used","ISM_dilution","CompetentAdmin","DZ_Sachets_Used","DZ_dilution","HM_tabs_used","HM_dilution","Girth_length","Body_condition","Abnormalities","Symptoms","presumed_diagnosis","PCV_TX","microscopy_TX","Distance","Herd_size","weight_kg","dose_mg_1","dose_mg_2","dosage_mg_kg_1","dosage_mg_kg_2","dose_description1","dose_description2","dose_description_prophylaxis","dose_description_combined","route_appropriate","adequate_admin","adequate_admin_p","PCR_TX_results","Brucei_TX","Congolense_TX","Vivax_TX","FU1_date","PCR_FU1_results","Brucei_FU1","Congolense_FU1","Vivax_FU1","FU2_date","PCR_FU2_results","Brucei_FU2","Congolense_FU2","Vivax_FU2","FU3_date","PCR_FU3_results","Brucei_FU3","Congolense_FU3","Vivax_FU3","FU4_date","PCR_FU4_results","Brucei_FU4","Congolense_FU4","Vivax_FU4","infected_TX","curative_action","prophylactic_action"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","1502","1","F","1","red/brown/tan","15/06/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-B","ISM-B",NA,NA,"15/09/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.1","bottled water","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"116","2.5","yes","skin lesions","other","28","no","3729","110","119.548058","100",NA,"0.836483684",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","0","0","0","0","24/06/2021","1","0","0","1","14/07/2021","0","0","0","0","11/08/2021","0","0","0","0","07/09/2021","0","0","0","0","1","success","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","1502","2","F","1","red/brown/tan","10/12/2021","Short rains","0","diminazine","diminazine",NA,"DA-E","DA-E",NA,NA,"15/04/2025","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"122","3","no","no symptoms","healthy","31","no","3729","110","137.6809176","1050",NA,"7.626329184",NA,"overdose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","20/12/2021","1","0","0","1","04/01/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","success",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","1502","3","F","1","red/brown/tan","11/06/2022","Dry","0","diminazine","diminazine",NA,"DA-E","DA-E",NA,NA,"15/11/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"152","3.5","no","no symptoms","healthy","37","no","3729","110","260.3178627","1050",NA,"4.033530351",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","18/06/2022","0","0","0","0","09/07/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","1503","1","F","1.5","red/brown/tan","15/06/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-B","ISM-B",NA,NA,"15/09/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.125","bottled water","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"122","2.5","no","no symptoms","healthy","36","no","3729","110","137.6809176","125",NA,"0.907896331",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","0","0","0","0","24/06/2021","0","0","0","0","14/07/2021","0","0","0","0","11/08/2021","1","0","1","0","07/09/2021","0","0","0","0","0","null","failure"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","1503","2","F","1.5","red/brown/tan","11/06/2022","Dry","0","diminazine","diminazine",NA,"DA-E","DA-E",NA,NA,"15/11/2023","subcutaneously","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"152","3.5","no","no symptoms","healthy","40","no","3729","110","260.3178627","1050",NA,"4.033530351",NA,"adequate dose",NA,NA,"therapeutic dose","incorrect","NO","NO","1","0","1","1","18/06/2022","1","1","0","0","09/07/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","success",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","1504","1","M","1.5","red/brown/tan","15/06/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-B","ISM-B",NA,NA,"15/09/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.1","bottled water","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"132","2.5","no","no symptoms","healthy","30","no","3729","110","172.3075224","100",NA,"0.580357715",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","0","0","0","0","24/06/2021","1","0","0","1","14/07/2021","0","0","0","0","11/08/2021","0","0","0","0","07/09/2021","1","0","0","1","1","success","failure"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","1504","2","M","1.5","red/brown/tan","10/12/2021","Short rains","0","diminazine","diminazine",NA,"DA-E","DA-E",NA,NA,"15/04/2025","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"136","2.5","no","no symptoms","healthy","32","yes","3729","110","187.8138248","1050",NA,"5.590642762",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"1","0","1","0","20/12/2021","0","0","0","0","04/01/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","success",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","1504","3","M","1.5","red/brown/tan","11/06/2022","Dry","0","diminazine","diminazine",NA,"DA-E","DA-E",NA,NA,"15/11/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"156","4","no","no symptoms","healthy","38","no","3729","110","281.2750403","1050",NA,"3.733000977",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"1","0","0","1","18/06/2022","0","0","0","0","09/07/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","success",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","1505","1","F","2.5","red/brown/tan","15/06/2021","Dry","1","isometamidium","isometamidium",NA,"ISM-B","ISM-B",NA,NA,"15/09/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.125","bottled water","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"156","3.5","no","no symptoms","healthy","34","no","3729","110","281.2750403","125",NA,"0.444404878",NA,"underdose",NA,"underdose","non-therapeutic dose","correct","NO","NO","1","0","1","0","24/06/2021","0","0","0","0","14/07/2021","0","0","0","0","11/08/2021","0","0","0","0","07/09/2021","0","0","0","0","1","success","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","1505","2","F","2.5","red/brown/tan","10/12/2021","Short rains","1","diminazine","diminazine",NA,"DA-E","DA-E",NA,NA,"15/04/2025","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"144","3.5","no","no symptoms","healthy","19","no","3729","110","221.886601","1050",NA,"4.73214694",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"1","0","1","0","20/12/2021","1","0","1","1","04/01/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","success",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","1506","1","F","1","red/brown/tan","15/06/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-B","ISM-B",NA,NA,"15/09/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.1","bottled water","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"124","2.5","no","no symptoms","healthy","31","no","3729","110","144.1528979","100",NA,"0.693707872",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","1","0","1","1","24/06/2021","0","0","0","0","14/07/2021","0","0","0","0","11/08/2021","0","0","0","0","07/09/2021","0","0","0","0","1","success","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","1506","2","F","1","red/brown/tan","10/12/2021","Short rains","0","diminazine","diminazine",NA,"DA-E","DA-E",NA,NA,"15/04/2025","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"124","3","no","no symptoms","healthy","29","no","3729","110","144.1528979","1050",NA,"7.283932652",NA,"overdose",NA,NA,"therapeutic dose","correct","YES",NA,"1","0","0","1","20/12/2021","0","0","0","0","04/01/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","success",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","1507","1","M","1","red/brown/tan","15/06/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-B","ISM-B",NA,NA,"15/09/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.1","bottled water","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"128","2.5","no","no symptoms","healthy","28","no","3729","110","157.7671107","100",NA,"0.63384567",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","0","0","0","0","24/06/2021","0","0","0","0","14/07/2021","0","0","0","0","11/08/2021","1","0","1","0","07/09/2021","0","0","0","0","0","null","failure"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","1507","2","M","1","red/brown/tan","11/06/2022","Dry","0","diminazine","diminazine",NA,"DA-E","DA-E",NA,NA,"15/11/2023","subcutaneously","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"148","4","no","no symptoms","healthy","35","no","3729","110","240.5361822","1050",NA,"4.365247633",NA,"adequate dose",NA,NA,"therapeutic dose","incorrect","NO","NO","0","0","0","0","18/06/2022","0","0","0","0","09/07/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","1508","1","F","1","patches of white and brown/black/tan/red","15/06/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-B","ISM-B",NA,NA,"15/09/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.1","bottled water","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"130","2.5","no","no symptoms","healthy","33","no","3729","110","164.9190785","100",NA,"0.606357984",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","0","0","0","0","24/06/2021","0","0","0","0","14/07/2021","0","0","0","0","11/08/2021","0","0","0","0","07/09/2021","1","0","0","1","0","null","failure"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","1509","1","M","1.5","grey","15/06/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-B","ISM-B",NA,NA,"15/09/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.125","bottled water","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"140","3","no","no symptoms","healthy","36","no","3729","110","204.3264566","125",NA,"0.611766103",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","0","0","0","0","24/06/2021","0","0","0","0","14/07/2021","0","0","0","0","11/08/2021","1","0","1","0","07/09/2021","0","0","0","0","0","null","failure"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","1509","2","M","1.5","grey","10/12/2021","Short rains","0","diminazine","diminazine",NA,"DA-E","DA-E",NA,NA,"15/04/2025","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"148","2.5","no","no symptoms","healthy","22","no","3729","110","240.5361822","1050",NA,"4.365247633",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"1","0","1","0","20/12/2021","0","0","0","0","04/01/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","success",NA
